path,kind,exists,size_bytes,file_count,classification,cleanup_recommendation,reason,regeneration_command,referenced_by
rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index_summary.json,file,true,3333,,keep_main,keep,"Central linkage outputs that tie panoptic samples, RT rows, wireless labels, and final labeled point clouds together.",python3 rt_out/scripts/perception/65_build_panoptic_dataset_index.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --force --pretty-json,rt_out/scripts/perception/65_build_panoptic_dataset_index.py; rt_out/scripts/perception/90_cleanup_inventory_dry_run.py
rt_out/experiments/perception_rt_small_v0/frames,directory,true,57309,4,keep_required_input,keep,Selected-frame metadata and stable instance registry required by the active pilot and index.,,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/frames/instance_registry.json,file,true,49455,,keep_required_input,keep,Selected-frame metadata and stable instance registry required by the active pilot and index.,python3 rt_out/scripts/perception/61_build_perception_instance_registry.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json; rt_out/scripts/perception/61_build_perception_instance_registry.py; rt_out/scripts/perception/62_build_labeled_gazebo_world.py; rt_out/scripts/perception/65_build_panoptic_dataset_index.py; rt_out/scripts/perception/71_validate_synchronized_stable_instance_rgb_pcl_capture.py; rt_out/scripts/perception/72_build_labeled_colorized_pointclouds.py
rt_out/experiments/perception_rt_small_v0/frames/instance_registry_summary.json,file,true,1179,,keep_required_input,keep,Selected-frame metadata and stable instance registry required by the active pilot and index.,python3 rt_out/scripts/perception/61_build_perception_instance_registry.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json,rt_out/scripts/perception/61_build_perception_instance_registry.py
rt_out/experiments/perception_rt_small_v0/frames/selected_frames.json,file,true,6427,,keep_required_input,keep,Selected-frame metadata and stable instance registry required by the active pilot and index.,python3 rt_out/scripts/perception/60_select_perception_frames.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json,rt_out/scripts/perception/60_select_perception_frames.py; rt_out/scripts/perception/61_build_perception_instance_registry.py; rt_out/scripts/perception/65_build_panoptic_dataset_index.py; rt_out/scripts/perception/90_cleanup_inventory_dry_run.py
rt_out/experiments/perception_rt_small_v0/frames/selected_frames_summary.json,file,true,248,,keep_required_input,keep,Selected-frame metadata and stable instance registry required by the active pilot and index.,python3 rt_out/scripts/perception/60_select_perception_frames.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json,rt_out/scripts/perception/60_select_perception_frames.py; rt_out/scripts/perception/90_cleanup_inventory_dry_run.py
rt_out/experiments/perception_rt_small_v0/perception_raw,directory,true,184634318,370,keep_main,keep,Container directory for active raw capture artifacts.,,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json; rt_out/scripts/perception/90_cleanup_inventory_dry_run.py; rt_out/scripts/perception/README.md
rt_out/experiments/perception_rt_small_v0/perception_raw/native,directory,true,184634318,370,keep_main,keep,Container directory for active raw capture artifacts.,,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json; rt_out/scripts/perception/90_cleanup_inventory_dry_run.py; rt_out/scripts/perception/README.md
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic,directory,true,66387564,120,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json; rt_out/scripts/perception/README.md
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne,directory,true,8298441,15,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/colored_maps,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/colored_maps/000000.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/colored_maps/000001.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/colored_maps/000002.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count,directory,true,1843251,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000000.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000001.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/gazebo_instance_count/000002.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000000.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000001.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/labels_maps_rgb/000002.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata,directory,true,3855,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000000.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000001.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/metadata/000002.json,file,true,1285,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded,directory,true,921645,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000000.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000001.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_ne/semantic_decoded/000002.pgm,file,true,307215,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw,directory,true,8298441,15,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/colored_maps,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/colored_maps/000000.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/colored_maps/000001.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/colored_maps/000002.ppm,file,true,921615,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count,directory,true,1843251,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000000.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000001.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/gazebo_instance_count/000002.pgm,file,true,614417,,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
rt_out/experiments/perception_rt_small_v0/perception_raw/native/panoptic/cam_corner_nw/labels_maps_rgb,directory,true,2764845,3,keep_validated_output,keep,Validated panoptic capture output used by the current pilot and linked by the dataset index.,python3 rt_out/scripts/perception/63_capture_panoptic_topics.py --config rt_out/experiments/perception_rt_small_v0/configs/perception_dataset_config.json --mode panoptic --max-messages-per-topic 3 --timeout-seconds 30 --force,rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.csv; rt_out/experiments/perception_rt_small_v0/dataset_index/panoptic_dataset_index.json
